stable_key	source_file	source_line	source_function	resolved_function	reuse_disposition	retail_status	retail_classification	retail_va_or_empty	retail_name_or_empty	generation32_grade	generation32_contract_state	evidence	delta_summary	falsifier
"[""thing.h"",99,""GetSoundPos"",""GetSoundPos()""]"	thing.h	99	GetSoundPos	CThing::GetSoundPos	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x0043e9f0	CThing__GetRenderPos	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Both source methods return mPos by value and compile to one primary-this body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",100,""GetSoundOrientation"",""GetSoundOrientation()""]"	thing.h	100	GetSoundOrientation	CThing::GetSoundOrientation	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004bfa20	CThing__CopyGlobal829dd0Block30ToOut_004bfa20	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Copies the global identity FMatrix returned to the audible interface	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",101,""GetSoundVelocity"",""GetSoundVelocity()""]"	thing.h	101	GetSoundVelocity	CThing::GetSoundVelocity	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetSoundVelocity`.
"[""thing.h"",103,""GetCueFactor"",""GetCueFactor()""]"	thing.h	103	GetCueFactor	CThing::GetCueFactor	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401420	CThing__GetCueFactorFromRenderThing	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Returns render-thing cue factor or exact 0.0001f fallback	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",107,""SampleFinishedPlaying"",""SampleFinishedPlaying(CSoundEvent* event)""]"	thing.h	107	SampleFinishedPlaying	CThing::SampleFinishedPlaying	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SampleFinishedPlaying`.
"[""thing.h"",113,""GetPos"",""& GetPos()""]"	thing.h	113	GetPos	CThing::GetPos	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetPos`.
"[""thing.h"",116,""SetPos"",""SetPos(FVector &inPos)""]"	thing.h	116	SetPos	CThing::SetPos	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetPos`.
"[""thing.h"",118,""GetMaxVelocity"",""GetMaxVelocity()""]"	thing.h	118	GetMaxVelocity	CThing::GetMaxVelocity	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetMaxVelocity`.
"[""thing.h"",120,""GetRadius"",""GetRadius()""]"	thing.h	120	GetRadius	CThing::GetRadius	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401440	CThing__GetRenderRadiusFromRenderThing	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Forwards render-thing radius or returns zero; old label confused it with secondary GetRenderRadius	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",133,""TeleportOrientation"",""TeleportOrientation(const FMatrix& orientation)""]"	thing.h	133	TeleportOrientation	CThing::TeleportOrientation	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::TeleportOrientation`.
"[""thing.h"",134,""Activate"",""Activate()""]"	thing.h	134	Activate	CThing::Activate	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::Activate`.
"[""thing.h"",135,""Deactivate"",""Deactivate()""]"	thing.h	135	Deactivate	CThing::Deactivate	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::Deactivate`.
"[""thing.h"",136,""GetMoveMultiplier"",""GetMoveMultiplier()""]"	thing.h	136	GetMoveMultiplier	CThing::GetMoveMultiplier	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetMoveMultiplier`.
"[""thing.h"",138,""GetLocalLastFrameMovement"",""GetLocalLastFrameMovement()""]"	thing.h	138	GetLocalLastFrameMovement	CThing::GetLocalLastFrameMovement	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetLocalLastFrameMovement`.
"[""thing.h"",139,""IsObjective"",""IsObjective()""]"	thing.h	139	IsObjective	CThing::IsObjective	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::IsObjective`.
"[""thing.h"",142,""GetVelocity"",""GetVelocity()""]"	thing.h	142	GetVelocity	CThing::GetVelocity	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x0043e9c0	CThing__CopyGlobal0066ea10Block10ToOut_0043e9c0	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Copies the global zero FVector returned by the base virtual	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",145,""GetOldPos"",""GetOldPos()""]"	thing.h	145	GetOldPos	CThing::GetOldPos	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x0043e9f0	CThing__GetRenderPos	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Both source methods return mPos by value and compile to one primary-this body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",146,""GetOldOrientation"",""GetOldOrientation()""]"	thing.h	146	GetOldOrientation	CThing::GetOldOrientation	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004bfa40	CThing__CopyGlobal829dd0Block30ToOut_004bfa40	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Copies the global identity FMatrix returned by the base movement interface	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",150,""GetMapWhoEntry"",""*   GetMapWhoEntry()""]"	thing.h	150	GetMapWhoEntry	CThing::GetMapWhoEntry	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetMapWhoEntry`.
"[""thing.h"",151,""SetRenderThing"",""SetRenderThing(CRenderThing* rtthing)""]"	thing.h	151	SetRenderThing	CThing::SetRenderThing	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetRenderThing`.
"[""thing.h"",152,""GetRenderThing"",""* GetRenderThing()""]"	thing.h	152	GetRenderThing	CThing::GetRenderThing	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderThing`.
"[""thing.h"",153,""GetCST"",""* GetCST()""]"	thing.h	153	GetCST	CThing::GetCST	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetCST`.
"[""thing.h"",156,""GetIsInvisible"",""GetIsInvisible()""]"	thing.h	156	GetIsInvisible	CThing::GetIsInvisible	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetIsInvisible`.
"[""thing.h"",157,""MakeVisible"",""MakeVisible()""]"	thing.h	157	MakeVisible	CThing::MakeVisible	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401460	CThing__MakeVisible	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Clears TF_INVISIBLE in the source flags field	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",158,""MakeInvisible"",""MakeInvisible()""]"	thing.h	158	MakeInvisible	CThing::MakeInvisible	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401470	CThing__MakeInvisible	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Sets TF_INVISIBLE in the source flags field	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",163,""GetCanBeImpostered"",""GetCanBeImpostered()""]"	thing.h	163	GetCanBeImpostered	CThing::GetCanBeImpostered	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetCanBeImpostered`.
"[""thing.h"",164,""GetImposterFrames"",""GetImposterFrames()""]"	thing.h	164	GetImposterFrames	CThing::GetImposterFrames	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetImposterFrames`.
"[""thing.h"",165,""GetImposterAnimMode"",""GetImposterAnimMode()""]"	thing.h	165	GetImposterAnimMode	CThing::GetImposterAnimMode	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetImposterAnimMode`.
"[""thing.h"",167,""GetThing"",""* GetThing()""]"	thing.h	167	GetThing	CThing::GetThing	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetThing`.
"[""thing.h"",170,""GetRTMesh"",""*GetRTMesh()""]"	thing.h	170	GetRTMesh	CThing::GetRTMesh	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRTMesh`.
"[""thing.h"",172,""SetThingType"",""SetThingType(ULONG t)""]"	thing.h	172	SetThingType	CThing::SetThingType	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004f3470	CThing__SetThingTypeMaskOr1_004f3470	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Stores input OR THING_TYPE_THING exactly as source	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",173,""GetThingType"",""& GetThingType()""]"	thing.h	173	GetThingType	CThing::GetThingType	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetThingType`.
"[""thing.h"",174,""IsA"",""IsA(EThingType type) const""]"	thing.h	174	IsA	CThing::IsA	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::IsA`.
"[""thing.h"",175,""Hit"",""Hit(CThing* other_thing, CCollisionReport* report)""]"	thing.h	175	Hit	CThing::Hit	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::Hit`.
"[""thing.h"",176,""Damage"",""Damage(float amount,CThing *inByThis,BOOL inDamageShields=TRUE, int mesh_part_no = -1)""]"	thing.h	176	Damage	CThing::Damage	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401490	CThing__Damage_NoOp	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Base virtual is intentionally empty; subclasses own damage behavior	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",177,""GetName"",""* GetName()""]"	thing.h	177	GetName	CThing::GetName	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetName`.
"[""thing.h"",178,""SetName"",""SetName(char *inName)""]"	thing.h	178	SetName	CThing::SetName	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetName`.
"[""thing.h"",180,""GetSoundMaterial"",""GetSoundMaterial()""]"	thing.h	180	GetSoundMaterial	CThing::GetSoundMaterial	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetSoundMaterial`.
"[""thing.h"",186,""ClipToGround"",""ClipToGround()""]"	thing.h	186	ClipToGround	CThing::ClipToGround	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::ClipToGround`.
"[""thing.h"",187,""Gravity"",""Gravity()""]"	thing.h	187	Gravity	CThing::Gravity	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004014b0	CThing__GravityDefault	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Returns exact source default 0.01f	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",188,""ObeyGravity"",""ObeyGravity()""]"	thing.h	188	ObeyGravity	CThing::ObeyGravity	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::ObeyGravity`.
"[""thing.h"",189,""BounceFactor"",""BounceFactor()""]"	thing.h	189	BounceFactor	CThing::BounceFactor	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::BounceFactor`.
"[""thing.h"",190,""COfGHeight"",""COfGHeight()""]"	thing.h	190	COfGHeight	CThing::COfGHeight	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::COfGHeight`.
"[""thing.h"",192,""CanGoUnderWater"",""CanGoUnderWater()""]"	thing.h	192	CanGoUnderWater	CThing::CanGoUnderWater	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::CanGoUnderWater`.
"[""thing.h"",194,""GetFlags"",""GetFlags()""]"	thing.h	194	GetFlags	CThing::GetFlags	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetFlags`.
"[""thing.h"",195,""SetFlags"",""SetFlags(short val)""]"	thing.h	195	SetFlags	CThing::SetFlags	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetFlags`.
"[""thing.h"",196,""IsDying"",""IsDying()""]"	thing.h	196	IsDying	CThing::IsDying	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::IsDying`.
"[""thing.h"",197,""IsShuttingDown"",""IsShuttingDown()""]"	thing.h	197	IsShuttingDown	CThing::IsShuttingDown	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::IsShuttingDown`.
