stable_key	stable_key_sha256	source_file	source_line	source_function	signature	resolved_owner	resolved_function	owner_resolution_evidence	reuse_disposition	extension_summary	predecessor_paths	source_target_branch	source_algorithm	source_fields	source_constants	source_side_effects	source_calls	retail_classification	retail_delta_status	retail_va_or_empty	retail_name_or_empty	retail_semantic_status_or_empty	retail_evidence	retail_evidence_boundary	retail_falsifier	closure_receipt_sources	closure_receipt_sha256	generation32_grade	generation32_contract_state	generation32_evidence	generation32_ready_sha256	current_name_candidates	original_partition_readiness	rebuild_disposition
"[""actor.h"",55,""GetLastTimeOnObject"",""GetLastTimeOnObject()""]"	15adc40a0cdeb358852a343c323171884066e193bbe7200c99fd859b0b817b21	actor.h	55	GetLastTimeOnObject	GetLastTimeOnObject()	CActor	CActor::GetLastTimeOnObject	actor.h:13 DECLARE_THING_CLASS(CActor, CComplexThing), closed at line 65	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/actor.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mLastTimeOnObject`.	mLastTimeOnObject		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CActor::GetLastTimeOnObject`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""BattleEngine.h"",96,""GetZoom"",""GetZoom()""]"	90d96fcbc956200d8bff3f655972576f061de9b5aae285e0bd2b96665ba84a48	BattleEngine.h	96	GetZoom	GetZoom()	CBattleEngine	CBattleEngine::GetZoom	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mZoom`.	mZoom		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetZoom`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",97,""GetOldZoom"",""GetOldZoom()""]"	5e4f4af00010232822c5bc3513e01bbb2883c6ae1afe5ae43380c1174a887a54	BattleEngine.h	97	GetOldZoom	GetOldZoom()	CBattleEngine	CBattleEngine::GetOldZoom	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mOldZoom`.	mOldZoom		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetOldZoom`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",108,""AttachEquipment"",""AttachEquipment(CEquipment* eqi)""]"	4e81e753cd4c56075bbc849f652528ece41a2483485e4465bb1975c4f99e1d1a	BattleEngine.h	108	AttachEquipment	AttachEquipment(CEquipment* eqi)	CBattleEngine	CBattleEngine::AttachEquipment	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Delegates to `Add`.	mEquipment		calls Add	Add	NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::AttachEquipment`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",110,""GetUnitOverCrossHair"",""* GetUnitOverCrossHair()""]"	9716ead75bb5ecded23719099450d5ea7319bf76028ccc80f43d809e66537281	BattleEngine.h	110	GetUnitOverCrossHair	* GetUnitOverCrossHair()	CBattleEngine	CBattleEngine::GetUnitOverCrossHair	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mCurrentUnitOverCrosshair.ToRead()`.	mCurrentUnitOverCrosshair		none (read-only or no-op)	ToRead	NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetUnitOverCrossHair`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",111,""GetUnitOverCrossHairRegardlessOfRange"",""* GetUnitOverCrossHairRegardlessOfRange()""]"	44fdcee1b4afa738c2149bc2b59b86d5bac51b55c823b0c9a925a57790c2196a	BattleEngine.h	111	GetUnitOverCrossHairRegardlessOfRange	* GetUnitOverCrossHairRegardlessOfRange()	CBattleEngine	CBattleEngine::GetUnitOverCrossHairRegardlessOfRange	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mCurrentUnitOverCrosshairRegardlessOfRange.ToRead()`.	mCurrentUnitOverCrosshairRegardlessOfRange		none (read-only or no-op)	ToRead	NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetUnitOverCrossHairRegardlessOfRange`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",117,""GetAutoAimTarget"",""* GetAutoAimTarget()""]"	06f5bb73dda38168a441d504999d28d84383ec4d578d7d9cba06b52aebff37d7	BattleEngine.h	117	GetAutoAimTarget	* GetAutoAimTarget()	CBattleEngine	CBattleEngine::GetAutoAimTarget	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mAutoAimTarget.ToRead()`.	mAutoAimTarget		none (read-only or no-op)	ToRead	NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetAutoAimTarget`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",120,""TrackingActive"",""TrackingActive()""]"	9b51b8d5808a1317c8b1ff2bd7ddd814479bd710c3e1c36a567aeb9ae5aedb91	BattleEngine.h	120	TrackingActive	TrackingActive()	CBattleEngine	CBattleEngine::TrackingActive	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mTrackingActive`.	mTrackingActive		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::TrackingActive`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",125,""GetMaxVelocity"",""GetMaxVelocity()""]"	4ef236de995fa5fc5cdb5c0fbf0fd72e51418844014164fe85efb9bd74df2fb6	BattleEngine.h	125	GetMaxVelocity	GetMaxVelocity()	CBattleEngine	CBattleEngine::GetMaxVelocity	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-rtti-slot-residual-167-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Returns `35.0f`.		35.0f	none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x00405ef0	CBattleEngine__VFunc_15_00405ef0	SOURCE_INLINE	reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv	Returns the source-declared 35.0f constant	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-rtti-slot-residual-167-static-20260810-v1/contracts.tsv	44e6a1203e5924bec1585db21f9287674a6855d9586a4f737cb0a717652b63e0	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",127,""SetThingType"",""SetThingType(ULONG t)""]"	1e3da2b1b73a8a509ea1933cd66578daa7f3d7804d40f67f3ea0cb7b3b243461	BattleEngine.h	127	SetThingType	SetThingType(ULONG t)	CBattleEngine	CBattleEngine::SetThingType	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Delegates to `SUPERTYPE::SetThingType`.		THING_TYPE_AIR_UNIT;THING_TYPE_BATTLE_ENGINE;THING_TYPE_CAN_DESTROY_TREES;THING_TYPE_GROUND_UNIT;THING_TYPE_MECH;THING_TYPE_VEHICLE	calls SUPERTYPE::SetThingType	SUPERTYPE::SetThingType	SOURCE_EXACT	SOURCE_AGREES	0x00405f00	CBattleEngine__VFunc_38_00405f00	SOURCE_INLINE	reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv	OR mask and superclass tail call match the inline source override	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	reverse-engineering/EVIDENCE-REGISTER.tsv	f83dbb6eddaa16deed5f2a2460d393dc4525a63ae243b6cac0c656056b69ab9a	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_OPAQUE_PE	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",161,""GetLockList"",""& GetLockList()""]"	58b50e8ad648b485ce5262710d56984e90bcedd4b9298f9b8d9642bf5374c747	BattleEngine.h	161	GetLockList	& GetLockList()	CBattleEngine	CBattleEngine::GetLockList	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mLocks`.	mLocks		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetLockList`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",162,""GetFiredLockList"",""& GetFiredLockList()""]"	e2b1e21e9fc97928c748fa36e79d6db473e59b367821c2f42cf9821a9d25df8b	BattleEngine.h	162	GetFiredLockList	& GetFiredLockList()	CBattleEngine	CBattleEngine::GetFiredLockList	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mFiredLocks`.	mFiredLocks		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetFiredLockList`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",170,""GetState"",""GetState()""]"	a974171b1b4600573887c5bebe872f4c3c4e411d2b5b33ad09e6d1f2762935a2	BattleEngine.h	170	GetState	GetState()	CBattleEngine	CBattleEngine::GetState	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mState`.	mState		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetState`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
"[""BattleEngine.h"",171,""GetYawVel"",""& GetYawVel()""]"	8fe0521b1b1d3bf53056e201fb28ad40ec4db483ec0d0bed9c759fd85ae90ce4	BattleEngine.h	171	GetYawVel	& GetYawVel()	CBattleEngine	CBattleEngine::GetYawVel	BattleEngine.h:72 DECLARE_THING_CLASS(CBattleEngine, CUnit), closed at line 485	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/BattleEngine.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `mYawvel`.	mYawvel		none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CBattleEngine::GetYawVel`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: RetailBattleEngine* helpers and Simulation carry bounded movement, gravity, interpolation, damage, cloak, augment, weapon, and configuration laws; this exact source row is not assumed carried.
