stable_key	source_file	source_line	function	signature	source_commit	target_branch	source_anchor	source_excerpt	source_algorithm	fields_constants	source_side_effects	initial_readiness	retail_classification	retail_va	retail_analog	retail_evidence	retail_reason	retail_falsifier	rebuild_disposition	rebuild_owner	reuse_disposition	predecessor_artifacts
d3dapp.h:202:CD3DApplication::ForceToWindow:ForceToWindow()	d3dapp.h	202	CD3DApplication::ForceToWindow	ForceToWindow()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX and !EDITORBUILD2 base selected by PCLTShell	"void	ForceToWindow() { if (!m_bWindowed) ToggleFullscreen(); };"	"void	ForceToWindow() { if (!m_bWindowed) ToggleFullscreen(); };"	If the shell is not windowed, request the base fullscreen toggle; otherwise do nothing.	m_bWindowed	May call ToggleFullscreen when m_bWindowed is false.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
DXEngine.cpp:1166:Vert::FVF:FVF()	DXEngine.cpp	1166	Vert::FVF	FVF()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	TARGET == XBOX block at DXEngine.cpp:1124-1260; not selected by the PC specimen	"static	ULONG	FVF() { return D3DFVF_XYZRHW | D3DFVF_DIFFUSE| D3DFVF_TEX1; };"	"struct	Vert / { / float	X, Y, Z, RHW; / D3DCOLOR C; / float	U, V; / static	ULONG	FVF() { return D3DFVF_XYZRHW | D3DFVF_DIFFUSE| D3DFVF_TEX1; };"	Return the Xbox screen-quad FVF bitwise union XYZRHW | DIFFUSE | TEX1.	D3DCOLOR;D3DFVF_XYZRHW;D3DFVF_DIFFUSE;D3DFVF_TEX1	Read-only or no-op at this source definition; no source-visible mutation.	EXTERNAL_PROOF_REQUIRED	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The local Vert::FVF definition is inside the TARGET == XBOX block beginning at DXEngine.cpp:1124.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
DXEngine.h:60:CDXEngine::GetScreenTexture:*GetScreenTexture()	DXEngine.h	60	CDXEngine::GetScreenTexture	*GetScreenTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX selected CDXEngine	"class CTEXTURE		*GetScreenTexture() { return mScreenTexture; };"	"class CTEXTURE		*GetScreenTexture() { return mScreenTexture; };"	Return the source expression `mScreenTexture`.	mScreenTexture	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
DXEngine.h:61:CDXEngine::TriggerScreenCapture:TriggerScreenCapture()	DXEngine.h	61	CDXEngine::TriggerScreenCapture	TriggerScreenCapture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX selected CDXEngine	"void				TriggerScreenCapture() { mCaptureScreen=true; mCaptureAreaTop=0; mCaptureAreaBottom=1000; };"	"void				TriggerScreenCapture() { mCaptureScreen=true; mCaptureAreaTop=0; mCaptureAreaBottom=1000; };"	Arm screen capture and store the source-selected top and bottom capture bounds.	mCaptureScreen;mCaptureAreaTop;mCaptureAreaBottom;0;1000	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
DXEngine.h:62:CDXEngine::TriggerPartialScreenCapture:TriggerPartialScreenCapture(int top,int bottom)	DXEngine.h	62	CDXEngine::TriggerPartialScreenCapture	TriggerPartialScreenCapture(int top,int bottom)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX selected CDXEngine	"void				TriggerPartialScreenCapture(int top,int bottom) { mCaptureScreen=true; mCaptureAreaTop=top; mCaptureAreaBottom=bottom; };"	"void				TriggerPartialScreenCapture(int top,int bottom) { mCaptureScreen=true; mCaptureAreaTop=top; mCaptureAreaBottom=bottom; };"	Arm screen capture and store the source-selected top and bottom capture bounds.	mCaptureScreen;mCaptureAreaTop;mCaptureAreaBottom	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
DXEngine.h:69:CDXEngine::GetOutlineTexture:* GetOutlineTexture()	DXEngine.h	69	CDXEngine::GetOutlineTexture	* GetOutlineTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX selected CDXEngine	"CTEXTURE*			GetOutlineTexture() { return mTexOutline; }"	"CTEXTURE*			GetOutlineTexture() { return mTexOutline; }"	Return the source expression `mTexOutline`.	mTexOutline	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
DXEngine.h:70:CDXEngine::GetOpaqueTexture:* GetOpaqueTexture()	DXEngine.h	70	CDXEngine::GetOpaqueTexture	* GetOpaqueTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX selected CDXEngine	"CTEXTURE*			GetOpaqueTexture()	{ return mTexOpaque ; }"	"CTEXTURE*			GetOpaqueTexture()	{ return mTexOpaque ; }"	Return the source expression `mTexOpaque`.	mTexOpaque	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
DXEngine.h:83:CDXEngine::SetDefaultMaterial:SetDefaultMaterial()	DXEngine.h	83	CDXEngine::SetDefaultMaterial	SetDefaultMaterial()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	_DIRECTX selected CDXEngine	"void				SetDefaultMaterial() {}        // do nothing."	"void				SetDefaultMaterial() {}        // do nothing."	Perform no operation and return no value.	none explicit	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	BACKEND_REPLACED_BY_GODOT	rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
EditorD3DApp.h:178:CEditorD3DApp::ConfirmDevice:ConfirmDevice(D3DCAPS8*,DWORD,D3DFORMAT)	EditorD3DApp.h	178	CEditorD3DApp::ConfirmDevice	ConfirmDevice(D3DCAPS8*,DWORD,D3DFORMAT)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT ConfirmDevice(D3DCAPS8*,DWORD,D3DFORMAT)   { return S_OK; }	virtual HRESULT ConfirmDevice(D3DCAPS8*,DWORD,D3DFORMAT)   { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	D3DCAPS8;D3DFORMAT;S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:179:CEditorD3DApp::OneTimeSceneInit:OneTimeSceneInit()	EditorD3DApp.h	179	CEditorD3DApp::OneTimeSceneInit	OneTimeSceneInit()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT OneTimeSceneInit()                         { return S_OK; }	virtual HRESULT OneTimeSceneInit()                         { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:180:CEditorD3DApp::InitDeviceObjects:InitDeviceObjects()	EditorD3DApp.h	180	CEditorD3DApp::InitDeviceObjects	InitDeviceObjects()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT InitDeviceObjects()                        { return S_OK; }	virtual HRESULT InitDeviceObjects()                        { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:181:CEditorD3DApp::RestoreDeviceObjects:RestoreDeviceObjects()	EditorD3DApp.h	181	CEditorD3DApp::RestoreDeviceObjects	RestoreDeviceObjects()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT RestoreDeviceObjects()                     { return S_OK; }	virtual HRESULT RestoreDeviceObjects()                     { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:182:CEditorD3DApp::FrameMove:FrameMove()	EditorD3DApp.h	182	CEditorD3DApp::FrameMove	FrameMove()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT FrameMove()                                { return S_OK; }	virtual HRESULT FrameMove()                                { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:183:CEditorD3DApp::Render:Render()	EditorD3DApp.h	183	CEditorD3DApp::Render	Render()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT Render()                                   { return S_OK; }	virtual HRESULT Render()                                   { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:184:CEditorD3DApp::InvalidateDeviceObjects:InvalidateDeviceObjects()	EditorD3DApp.h	184	CEditorD3DApp::InvalidateDeviceObjects	InvalidateDeviceObjects()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT InvalidateDeviceObjects()                  { return S_OK; }	virtual HRESULT InvalidateDeviceObjects()                  { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:185:CEditorD3DApp::DeleteDeviceObjects:DeleteDeviceObjects()	EditorD3DApp.h	185	CEditorD3DApp::DeleteDeviceObjects	DeleteDeviceObjects()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT DeleteDeviceObjects()                      { return S_OK; }	virtual HRESULT DeleteDeviceObjects()                      { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
EditorD3DApp.h:186:CEditorD3DApp::FinalCleanup:FinalCleanup()	EditorD3DApp.h	186	CEditorD3DApp::FinalCleanup	FinalCleanup()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	EDITORBUILD2 alternate base; not selected by the retail player shell	virtual HRESULT FinalCleanup()                             { return S_OK; }	virtual HRESULT FinalCleanup()                             { return S_OK; }	Return S_OK unconditionally without touching source-visible state.	S_OK	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	PCLTShell chooses CEditorD3DApp only under EDITORBUILD2; the retail player shell selects CD3DApplication.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.	NOT_SELECTED_TARGET	No rebuild owner; excluded source branch	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv
